video_id,execution_date,channel_id,channel_name,title,content_format,views_delta,engagement_rate,comment_rate,video_age_days,duration_bucket,alpha_score,opportunity_score,trend_burst_score,evergreen_score,packaging_problem_score,metric_confidence_score,channel_momentum_score,channel_relative_success_score,title_length_chars,has_number,has_question,has_ai_word,has_finance_word,metadata_changed
dTdXxGma3cg,2026-05-18T12:49:30.314781+00:00,UCey-eDTR5J6xU6pZ2f4guoA,Adin Live,“so many Clavs out there” 🤣🤣🤣🤣 #adinross #6ix9ine #clavicular #n3on,shorts,325.0,0.021445,0.000449,5.456265,short,43.415466,40.16631,40.278664,,13.005899,61.0,36.057692,24.97979,67.0,True,False,False,False,False
S1yacG7zeTY,2026-05-18T12:49:30.314781+00:00,UC-2hhqBG5Su7s91_HmhaODQ,Fox Deportes,¡EL 'REY' DE SUECIA! 🇸🇪👑Zlatan marcó una era en el futbol. Disfruta #TheContenders por #FOXDeportes.,shorts,324.0,0.018779,0.0,0.800027,short,61.072557,68.013018,44.783185,,15.110575,100.0,36.057692,89.760172,100.0,False,False,False,False,False
s2Hb1gd2QT4,2026-05-18T12:49:30.314781+00:00,UCpEhnqL0y41EpW2TvWAHD7Q,SET India,Ek Pati Ne Kiya Patni Ko Khush | Tum Ho Naa-Ghar Ki Superstar | #shorts #tumhona #rajeevkhandelwal,shorts,323.0,0.005181,1.7e-05,5.096636,short,33.808006,27.765335,38.356227,,0.0,100.0,36.057692,18.943681,98.0,False,False,False,False,False
g_IPsTInn_Q,2026-05-18T12:49:30.314781+00:00,UCnsvJeZO4RigQ898WdDNoBw,EL PAÍS,"CANNES 2026 | Sorogoyen, Bardem y Luengo presentan ‘El ser querido’ en el festival #shorts",shorts,322.0,0.023962,0.0,1.516659,short,62.602636,70.121863,44.328285,,20.181404,100.0,36.057692,90.406898,90.0,True,False,False,False,False
RAr3DtvcIjw,2026-05-18T12:49:30.314781+00:00,UCTHaNTsP7hsVgBxARZTuajw,LUZU TV,Cami tuvo una segunda cita #patriayfamilia #luzutv,shorts,322.0,0.032621,0.000513,6.609136,short,52.682061,54.72212,39.180957,,38.868807,100.0,36.057692,55.241175,50.0,False,False,False,False,False
AEyIODkxAuQ,2026-05-18T12:49:30.314781+00:00,UCUsm-fannqOY02PNN67C0KA,NMás,Detienen a lideresa de célula de narcomenudeo en Álvaro Obregón y GAM,shorts,321.0,0.012379,0.000906,1.663314,short,51.506006,54.186084,45.797591,,6.725708,100.0,36.057692,69.684721,69.0,False,False,False,False,False
ZrG_nYiSs5w,2026-05-18T12:49:30.314781+00:00,UCeY0bbntWzzVIaj2z3QigXg,NBC News,"Former Spirit workers claim they’re still owed pay and benefits, lawsuit says",shorts,320.0,0.019352,0.001596,3.041092,short,56.090466,61.336694,47.83106,,36.417695,100.0,36.057692,81.891673,77.0,False,False,False,False,False
k7aOM--Ycts,2026-05-18T12:49:30.314781+00:00,UCM55RjebjSevVWPnj2LEymw,viyaura,which nail art should i try? #art #artist,shorts,319.0,0.062152,0.005808,17.919714,short,49.716731,50.359875,,,60.5941,84.25,92.788462,43.276745,41.0,False,True,False,False,False
8C-lYCzCVX4,2026-05-18T12:49:30.314781+00:00,UC8butISFwT-Wl7EV0hUK0BQ,freeCodeCamp.org,"Netflix was created because of a late fee - thanks, Blockbuster!",shorts,319.0,0.013775,0.0,1.004228,short,55.015042,59.230086,41.428904,,0.0,59.75,36.057692,76.906494,64.0,False,False,False,False,False
4RqImKKihiY,2026-05-18T12:49:30.314781+00:00,UCiWLfSweyRNmLpgEHekhoAg,ESPN,Azzi Fudd was working on both ends of the floor 💪,shorts,319.0,0.018319,0.000273,2.679795,short,53.585671,56.997534,40.644887,,15.973553,100.0,36.057692,70.439235,49.0,False,False,False,False,False
Baj2u_urqFA,2026-05-18T12:49:30.314781+00:00,UCtwslQPB_xJfaFuZv0OETNw,Kings League Spain,Así ha celebrado Spursito la victoria del Rayo de Barcelona. #KingsLeague,shorts,319.0,0.026953,0.0,0.929946,short,60.585832,65.335887,43.90422,,18.616816,100.0,36.057692,68.768526,73.0,False,False,False,False,False
8OTZLY0a_zc,2026-05-18T12:49:30.314781+00:00,UCwd_qoS94df5orGoPLPnsxQ,Franco Pisso,Valóralo...,shorts,318.0,0.085164,0.001348,4.99255,short,55.654526,56.637134,54.993482,,60.521667,77.25,99.759615,36.59391,11.0,False,False,False,False,False
DjBRpFp-2Pg,2026-05-18T12:49:30.314781+00:00,UCWJ2lWNubArHWmf3FIHbfcQ,NBA,Cameron Boozer defying gravity at this point 😭,shorts,317.0,0.00793,0.000278,5.495791,short,42.826591,43.430851,38.926244,,0.0,100.0,36.057692,66.073835,46.0,False,False,False,False,False
PFK2YSOsjyQ,2026-05-18T12:49:30.314781+00:00,UC52X5wxOL_s5yw0dQk7NtgA,Associated Press,Linda Lampenius and Pete Parkkonen want to 'bring Finnish language to the world',shorts,317.0,0.033824,0.00063,2.898511,short,61.969738,68.529171,47.47993,,43.123018,100.0,36.057692,80.301805,80.0,False,False,False,False,False
RnDB_f-rTK8,2026-05-18T12:49:30.314781+00:00,UCpcTrCXblq78GZrTUTLWeBw,FIFA,Philadelphia | The World Arrives | FIFA World Cup 2026™,shorts,316.0,0.043821,0.002957,2.011057,short,55.024668,54.710392,50.207449,,60.164225,100.0,36.057692,26.650499,55.0,True,False,False,False,False
JyBDjI999Ow,2026-05-18T12:49:30.314781+00:00,UCoLrcjPV5PbUrUyXq5mjc_A,MLB,EPIC showdown between Shohei Ohtani and Luis Arráez! 🔥,shorts,315.0,0.017925,0.000134,3.700802,short,46.954757,46.407106,40.655202,,5.340434,100.0,36.057692,44.273781,54.0,False,False,False,False,False
o5bB8qKogck,2026-05-18T12:49:30.314781+00:00,UCtwslQPB_xJfaFuZv0OETNw,Kings League Spain,El penalti presi de Perxitaa en la final del Split de la #KingsLeague,shorts,315.0,0.029081,0.000661,0.844865,short,61.464007,66.456263,50.151115,,34.261446,100.0,36.057692,68.337375,69.0,False,False,False,False,False
MWEx8SLsqp8,2026-05-18T12:49:30.314781+00:00,UCGXbLrVe8vnkiFv7q2vYv3w,El Mundo,Ucrania lanza el mayor ataque con drones sobre Moscú del último año,shorts,314.0,0.029734,0.004695,0.758974,short,66.831928,75.657371,60.102865,,55.234444,100.0,36.057692,92.993802,67.0,False,False,False,False,False
Wbz_IKVwXB0,2026-05-18T12:49:30.314781+00:00,UCUsm-fannqOY02PNN67C0KA,NMás,Fuerte incendio consume varias casas en Tijuana | N+,shorts,314.0,0.012184,0.00035,2.388175,short,49.933475,52.379691,40.048868,,0.0,100.0,36.057692,69.496093,52.0,False,False,False,False,False
U66yF4vW0m4,2026-05-18T12:49:30.314781+00:00,UCknLrEdhRCp1aegoMqRaCZg,DW News,Drone strikes UN humanitarian convoy in Ukraine | DW News,shorts,314.0,0.037082,0.002367,3.4088,short,55.159738,56.737212,47.953279,,55.941723,94.5,36.057692,45.189976,57.0,False,False,False,False,False
QCQTrGEFZYw,2026-05-18T12:49:30.314781+00:00,UChqUTb7kYRX8-EiaN3XFrSQ,Reuters,Police bodycam shows rescue of kids from house fire,shorts,313.0,0.032634,0.000481,3.459899,short,61.305519,68.063532,43.215221,,40.265036,100.0,36.057692,82.61924,51.0,False,False,False,False,False
60OJasIPxo8,2026-05-18T12:49:30.314781+00:00,UCF0L4jd9LcSIxsj5gKITMqQ,Jaime Higuera,He vivido como es el sistema #shorts,shorts,312.0,0.123227,0.002078,2.825964,short,70.748777,81.271848,67.693297,,66.255649,100.0,91.346154,96.443007,36.0,False,False,False,False,False
7SoezwqZwNg,2026-05-18T12:49:30.314781+00:00,UCeY0bbntWzzVIaj2z3QigXg,NBC News,‘I thought it was AI’: Video shows bear at front door,shorts,312.0,0.009416,0.000483,1.807724,short,51.491723,55.510943,43.082216,,0.0,100.0,36.057692,81.729992,53.0,False,False,True,False,False
NlbKIg8noE4,2026-05-18T12:49:30.314781+00:00,UCUsm-fannqOY02PNN67C0KA,NMás,Autobús provoca choque en Bangkok,shorts,311.0,0.01267,0.000689,1.638487,short,51.490781,54.244055,44.586245,,5.253944,100.0,36.057692,69.334411,33.0,False,False,False,False,False
vB7Kgb1PDls,2026-05-18T12:49:30.314781+00:00,UCTv-XvfzLX3i4IGWAm4sbmA,LALIGA EA SPORTS,El golazo de RASHFORD para ganar LALIGA 🏆 - #REFCam #ELCLÁSICO,shorts,311.0,0.043925,0.000231,6.033291,short,56.801318,60.799082,37.774466,,39.415017,100.0,36.057692,63.729453,62.0,False,False,False,False,False
jiQw7UXFmpI,2026-05-18T12:49:30.314781+00:00,UC52X5wxOL_s5yw0dQk7NtgA,Associated Press,Hundreds attend anti-government rally in Israel,shorts,311.0,0.080583,0.013716,1.023742,short,69.360563,77.584531,61.532163,,72.655854,100.0,36.057692,80.113177,47.0,False,False,False,False,False
ZgRXwNTvNgE,2026-05-18T12:49:30.314781+00:00,UCwd8Byi93KbnsYmCcKLExvQ,Negocios TV,Un brillante meteorito cruza el cielo y provoca un destello espectacular captado en plena noche,shorts,310.0,0.013006,0.000366,3.11711,mid,47.829869,49.061999,42.993295,,0.0,100.0,36.057692,61.22339,95.0,False,False,False,False,False
Yo4aGwiAUBk,2026-05-18T12:49:30.314781+00:00,UC5PwIMtLiIBCBhsu8f_-6UQ,Santiago Bilinkis,La ciencia confirmó el peor miedo de los padres,shorts,309.0,0.035172,0.001147,8.75696,short,56.448553,62.184189,,,35.661023,80.75,95.673077,79.978442,47.0,False,False,False,False,False
Ye9X6KPDCu8,2026-05-18T12:49:30.314781+00:00,UCUyDOdBWhC1MCxEjC46d-zw,Alex Hormozi,"""Is My Market Too Small?""",shorts,309.0,0.028022,0.000351,3.575027,short,58.623254,64.348578,52.945036,,21.577389,100.0,89.423077,78.361628,25.0,False,True,False,False,False
o0knFmac6kI,2026-05-18T12:49:30.314781+00:00,UCWJ2lWNubArHWmf3FIHbfcQ,NBA,James Harden with a quick 11 PTS to start Game 4,shorts,309.0,0.021825,0.000634,6.512307,short,50.054827,52.593558,39.637563,,24.933094,100.0,36.057692,65.534896,48.0,True,False,False,False,False
ZAK-bMr2k74,2026-05-18T12:49:30.314781+00:00,UCUP6qv-_EIL0hwTsJaKYnvw,Azteca Noticias,Madre e hijo salen expulsados de camioneta tras fuerte accidente en Tláhuac,shorts,306.0,0.030002,0.005963,5.365548,short,54.538307,58.00657,46.090169,,49.21017,100.0,36.057692,64.241444,75.0,False,False,False,False,False
GsGwgPlXcaQ,2026-05-18T12:49:30.314781+00:00,UC-2hhqBG5Su7s91_HmhaODQ,Fox Deportes,😎 GOL Lionel Messi | FC Cincinnati 0-1 Inter Miami | MLS 2026,shorts,306.0,0.010788,0.000523,4.507191,short,50.127488,54.96376,41.631326,,3.200877,100.0,36.057692,89.16734,61.0,True,False,False,False,False
DnmAJidsIIY,2026-05-18T12:49:30.314781+00:00,UCM-GvgUy0EAZU7ZwXKLarkg,López-Dóriga,La agencia Standard and Poor’s cambió de estable a negativa las calificaciones de Pemex y la CFE,shorts,305.0,0.03543,0.000391,3.950849,short,51.382496,50.879314,41.65778,,35.509476,100.0,36.057692,30.611695,96.0,False,False,False,False,False
KCgfGv37W_4,2026-05-18T12:49:30.314781+00:00,UCJ5v_MCY6GNUBTO8-D3XoAg,WWE,PLSSSS Jacob Fatu just acknowledge The OTC and put an end to all of this 😭😫 #WWERaw,shorts,305.0,0.036633,0.000897,6.432897,short,45.202661,41.418476,40.717135,,44.549228,100.0,36.057692,10.347615,83.0,False,False,False,False,False
-CTY5XDxt8E,2026-05-18T12:49:30.314781+00:00,UCUyDOdBWhC1MCxEjC46d-zw,Alex Hormozi,Sell Above The 3%,shorts,303.0,0.028026,0.000133,14.242712,short,51.4731,56.016592,,,17.561235,100.0,89.423077,78.146052,17.0,True,False,False,False,False
wRBBgTdyf5o,2026-05-18T12:49:30.314781+00:00,UCUsm-fannqOY02PNN67C0KA,NMás,Miles salen a las calles en Londres,shorts,303.0,0.023866,0.001018,1.492006,short,57.855234,62.182914,49.369393,,36.804911,100.0,36.057692,68.687685,35.0,False,False,False,False,False
QWMFMravvws,2026-05-18T12:49:30.314781+00:00,UC4JX40jDee_tINbkjycV4Sg,Tech With Tim,This is how Codex turns raw data into a full CEO presentation in minutes 🤯,shorts,302.0,0.042468,0.000296,3.888406,short,60.011348,65.36101,41.101101,,38.895616,70.0,36.057692,70.412288,74.0,False,False,False,False,False
a1gNL-BVbUo,2026-05-18T12:49:30.314781+00:00,UC6ZFN9Tx6xh-skXCuRHCDpQ,PBS NewsHour,"WATCH: 'I don't think about Americans' financial situation' when negotiating with Iran, Trump says",shorts,302.0,0.005202,0.0,5.721381,short,44.950269,48.033769,36.627185,,0.0,79.0,36.057692,83.373754,98.0,False,False,False,False,False
cRuYE4KjLwU,2026-05-18T12:49:30.314781+00:00,UC-2hhqBG5Su7s91_HmhaODQ,Fox Deportes,¡LOS ESPERAN EN CU! 🫣🤨 Efraín Juárez habló tras la derrota de Pumas ante Pachuca. #PuntoFinal,shorts,302.0,0.009475,0.002338,3.323175,short,50.643872,55.512663,47.854775,,11.746674,100.0,36.057692,89.113447,93.0,False,False,False,False,False
UTWcyTJJxxI,2026-05-18T12:49:30.314781+00:00,UCUP6qv-_EIL0hwTsJaKYnvw,Azteca Noticias,Un grupo de jóvenes protagonizó una pelea en el Metro CDMX,shorts,301.0,0.025982,0.003974,2.688117,short,56.02106,59.631507,51.470536,,40.078991,100.0,36.057692,63.945028,58.0,False,False,False,False,False
mrAFW69XlX8,2026-05-18T12:49:30.314781+00:00,UCYVinkwSX7szARULgYpvhLw,Ali-A,How Fast Can I Take Down The FIRE DRAGON?! #LEGOFortnite #ad,shorts,301.0,0.009866,0.000505,2.908256,short,41.283158,38.691699,36.027009,,0.0,61.0,36.057692,37.105901,60.0,False,True,False,False,False
tUmd3tWCDKs,2026-05-18T12:49:30.314781+00:00,UCGq-a57w-aPwyi3pW7XLiHw,The Diary Of A CEO,WINNING LIKE THIS IS FAILURE,shorts,300.0,0.024276,0.001084,21.961288,short,34.776343,28.456264,,,31.048953,70.25,91.826923,3.853409,28.0,False,False,False,False,False
1VSBgPn28zA,2026-05-18T12:49:30.314781+00:00,UCUyDOdBWhC1MCxEjC46d-zw,Alex Hormozi,If You Work All Day And Get Nothing Done,shorts,299.0,0.048229,0.000284,20.159379,short,54.582716,60.033725,,,41.839288,100.0,89.423077,78.011318,40.0,False,False,False,False,False
d4oSVB2lw7E,2026-05-18T12:49:30.314781+00:00,UCWJ2lWNubArHWmf3FIHbfcQ,NBA,AJ Dybantsa shares the NBA players that inspire him 👏,shorts,298.0,0.018471,0.000674,3.726543,short,50.811048,53.325803,43.483166,,16.621621,100.0,36.057692,64.618701,53.0,False,False,False,False,False
NEl9VuZERac,2026-05-18T12:49:30.314781+00:00,UCBi2mrWuNuyYy4gbM6fU18Q,ABC News,"Jason Collins, the NBA’s first openly gay player, has died from glioblastoma",shorts,297.0,0.019097,0.001518,5.549842,short,49.536801,52.102236,43.322984,,31.039378,100.0,36.057692,66.666667,76.0,False,False,False,False,False
p7xbXgr5HKQ,2026-05-18T12:49:30.314781+00:00,UC08mnbiC4FykqpHqbEWgFcg,ESPN Deportes,Dylan Harper ya esta toda una estrella #shorts,shorts,297.0,0.035371,0.000111,3.836126,short,60.582226,67.05633,39.954734,,35.853524,100.0,36.057692,79.547292,46.0,False,False,False,False,False
N054Dg1nBuc,2026-05-18T12:49:30.314781+00:00,UCuFFtHWoLl5fauMMD5Ww2jA,CBC News,Canada aims to double electricity grid capacity by 2050,shorts,297.0,0.017281,0.0,3.520455,short,49.57513,51.35898,39.787236,,10.31403,52.0,36.057692,60.603611,55.0,True,False,False,False,False
KsNuu5YMxm4,2026-05-18T12:49:30.314781+00:00,UC-2hhqBG5Su7s91_HmhaODQ,Fox Deportes,A UN PASO DEL TÍTULO. 💪 River Plate consiguió su boleto a la final de #ArgentinaEnFOX. #FOXDeportes,shorts,297.0,0.008273,0.0,1.224043,short,53.085171,58.345769,40.406278,,0.0,100.0,36.057692,88.951765,99.0,False,False,False,False,False
aRLwX_dN8AQ,2026-05-18T12:49:30.314781+00:00,UCUyDOdBWhC1MCxEjC46d-zw,Alex Hormozi,My Business Isn't Making Money,shorts,296.0,0.018697,9.7e-05,16.742712,short,46.139673,49.470967,,,1.209814,100.0,89.423077,77.687955,30.0,False,False,False,False,False
dkbiqaRT9fo,2026-05-18T12:49:30.314781+00:00,UCEQXxiYxNZbym9Fad7-n2Lg,Doctor Fisión,UN METEORITO REAL EN TUS MANOS 🌌,shorts,296.0,0.054657,0.001089,4.768129,short,58.675379,63.005577,54.097878,,45.74905,72.0,87.980769,61.92401,32.0,False,False,False,False,False
wrcPtCeM4pQ,2026-05-18T12:49:30.314781+00:00,UCUyDOdBWhC1MCxEjC46d-zw,Alex Hormozi,You're Selling To The Wrong Customer...,shorts,294.0,0.023506,0.000601,3.90549,short,55.84671,60.992652,53.655576,,18.87957,100.0,89.423077,77.580167,39.0,False,False,False,False,False
MFD4aBT-RCc,2026-05-18T12:49:30.314781+00:00,UCTv-XvfzLX3i4IGWAm4sbmA,LALIGA EA SPORTS,El baile de Lamine Yamal y Marc Casadó. 🕺,shorts,292.0,0.032794,0.000527,3.944564,short,56.46406,60.280685,42.285562,,36.203431,100.0,36.057692,62.732417,41.0,False,False,False,False,False
pEfdYCUe9OE,2026-05-18T12:49:30.314781+00:00,UCiWLfSweyRNmLpgEHekhoAg,ESPN,Unreal footwork 👏,shorts,292.0,0.006802,0.00026,2.421022,short,46.404219,48.163436,37.522361,,0.0,100.0,36.057692,69.011048,17.0,False,False,False,False,False
0AheTRgTBzU,2026-05-18T12:49:30.314781+00:00,UCaVPhFg-Ax873wvhbNitsrQ,El Robot de Platón,Porque el Internet se hace lento cuando llueve￼,shorts,291.0,0.057533,0.001254,12.652399,short,47.950784,47.200892,,,52.262676,79.0,85.096154,30.180544,47.0,False,False,False,False,False
Tkduh-SlEPA,2026-05-18T12:49:30.314781+00:00,UCTrQ7HXWRRxr7OsOtodr2_w,Channel 4 News,British Gas agrees to pay out £20 million in compensation,shorts,291.0,0.017669,0.002601,3.017689,short,53.144773,57.214485,48.414863,,35.910069,100.0,36.057692,74.31959,57.0,True,False,False,False,False
3KWQ6EIPghs,2026-05-18T12:49:30.314781+00:00,UCoLrcjPV5PbUrUyXq5mjc_A,MLB,Two stars reuniting between innings 🫡,shorts,290.0,0.017686,0.000761,2.481902,short,47.909931,47.615045,41.439151,,15.832019,100.0,36.057692,43.061169,37.0,False,False,False,False,False
g5ZBKyeP1n8,2026-05-18T12:49:30.314781+00:00,UCiWLfSweyRNmLpgEHekhoAg,ESPN,THE PISTONS FORCE GAME 7 AGAINST THE CAVS IN THE EASTERN CONFERENCE SEMIS 🔥,shorts,289.0,0.02327,0.00327,2.457596,short,55.832144,59.958173,51.414835,,45.974898,100.0,36.057692,68.808946,75.0,True,False,False,False,False
Mbu_CcRB7SE,2026-05-18T12:49:30.314781+00:00,UCiWLfSweyRNmLpgEHekhoAg,ESPN,Stephen A. respects Taylor Swift ✨,shorts,289.0,0.008723,0.0004,2.863094,short,46.420107,48.24265,38.289088,,0.0,100.0,36.057692,68.808946,34.0,False,False,False,False,False
3M8mWtUbkHs,2026-05-18T12:49:30.314781+00:00,UClHVl2N3jPEbkNJVx-ItQIQ,HealthyGamerGG,How To Be A Supportive Partner,shorts,289.0,0.060521,0.001232,4.909332,mid,49.221333,46.453447,43.388699,,54.277686,73.0,36.057692,8.515225,30.0,False,False,False,False,False
fn-NmtLFpI0,2026-05-18T12:49:30.314781+00:00,UChqUTb7kYRX8-EiaN3XFrSQ,Reuters,Miners clash with police in Bolivia as unrest grows,shorts,286.0,0.037461,0.00207,3.405501,short,61.967913,69.083298,47.118587,,56.729548,100.0,36.057692,81.864726,51.0,False,False,False,False,False
15mME2QQmto,2026-05-18T12:49:30.314781+00:00,UCBi2mrWuNuyYy4gbM6fU18Q,ABC News,"Stephen Colbert counts down to his ""Late Show"" farewell on May 21",shorts,283.0,0.024444,0.00164,5.605015,short,52.007923,55.260252,43.26183,,42.409567,100.0,36.057692,66.019941,65.0,True,False,False,False,False
BRDJpxAtGhc,2026-05-18T12:49:30.314781+00:00,UCTHaNTsP7hsVgBxARZTuajw,LUZU TV,Pov: tu amigo el más detallista #aqn #antesquenadie #luzutv,shorts,283.0,0.026676,5.5e-05,5.025374,short,50.57556,51.913664,37.772251,,23.413697,100.0,36.057692,50.107788,59.0,False,False,False,False,False
psaIAxT_p2g,2026-05-18T12:49:30.314781+00:00,UChqUTb7kYRX8-EiaN3XFrSQ,Reuters,Trump touts 'very strong' relationship with Xi,shorts,283.0,0.01228,0.00146,3.243812,short,50.925498,55.274617,46.532785,,11.058251,100.0,36.057692,81.756939,46.0,False,False,False,False,False
Pzdk6JqgQ8s,2026-05-18T12:49:30.314781+00:00,UCNye-wNBqNL5ZzHSJj3l8Bg,Al Jazeera English,Israel launches deadly air strikes on Gaza City apartment building | AJ #shorts,shorts,283.0,0.169119,0.007012,2.385073,mid,63.231025,68.160997,55.755907,,74.500429,100.0,36.057692,58.124495,79.0,False,False,False,False,False
vdFnyhjI_fo,2026-05-18T12:49:30.314781+00:00,UCeY0bbntWzzVIaj2z3QigXg,NBC News,Trump says he doesn't think about Americans' financial situation during Iran negotiations,shorts,282.0,0.021796,0.010078,5.735779,short,53.492808,58.637288,45.574353,,48.543897,100.0,36.057692,80.759903,89.0,False,False,False,False,False
gS87TtB9nk4,2026-05-18T12:49:30.314781+00:00,UCUyDOdBWhC1MCxEjC46d-zw,Alex Hormozi,This Changed How I Do Business,shorts,281.0,0.020905,0.000194,27.076045,short,45.983435,49.41322,,,6.685805,100.0,89.423077,77.095123,30.0,False,False,False,False,False
18aXTgJikSE,2026-05-18T12:49:30.314781+00:00,UC16niRr50-MSBwiO3YDb3RA,BBC News,Moment US mother who poisoned husband is sentenced to life. #Utah #BBCNews,shorts,279.0,0.015379,0.001763,4.180212,short,46.70975,47.709,45.373305,,28.722077,100.0,36.057692,57.585556,74.0,False,False,False,False,False
cxI8y0t6rGo,2026-05-18T12:49:30.314781+00:00,UCGXbLrVe8vnkiFv7q2vYv3w,El Mundo,Momento del atropello múltiple a 8 personas en Módena (Italia),shorts,279.0,0.014575,0.007164,1.155663,short,57.807322,64.728421,55.863254,,29.206073,100.0,36.057692,92.347076,62.0,True,False,False,False,False
FzqqcEWrOVI,2026-05-18T12:49:30.314781+00:00,UC52X5wxOL_s5yw0dQk7NtgA,Associated Press,Uganda confirms Ebola case as WHO declares global health emergency,shorts,279.0,0.012811,0.007219,1.148603,short,53.985832,58.557333,53.916349,,19.39709,100.0,36.057692,78.981407,66.0,False,False,False,False,False
bXFwP3FK29Q,2026-05-18T12:49:30.314781+00:00,UCUP6qv-_EIL0hwTsJaKYnvw,Azteca Noticias,Estados Unidos triplica acusaciones: funcionarios mexicanos ligados al narco‑terrorismo,shorts,276.0,0.053748,0.001989,2.500675,short,61.424122,66.429763,52.128777,,61.486731,100.0,36.057692,62.516842,87.0,False,False,False,False,False
B4M5yiSXy6g,2026-05-18T12:49:30.314781+00:00,UCJ5v_MCY6GNUBTO8-D3XoAg,WWE,Seth Rollins isn’t finished with The Vision yet 😡👊 #WWERaw,shorts,276.0,0.027333,0.000396,6.50321,short,41.955072,37.569948,37.766557,,24.354568,100.0,36.057692,8.407437,58.0,False,False,False,False,False
Jz92sF87dkE,2026-05-18T12:49:30.314781+00:00,UCiWLfSweyRNmLpgEHekhoAg,ESPN,Her husband was LOCKED IN 🔒🔥 (via @victoriabrentano/IG),shorts,276.0,0.028631,0.000409,2.700768,short,57.545107,62.152661,43.539933,,36.022095,100.0,36.057692,67.906225,55.0,False,False,False,False,False
lqRVDOzP1Tc,2026-05-18T12:49:30.314781+00:00,UCGXbLrVe8vnkiFv7q2vYv3w,El Mundo,Isabel Díaz Ayuso asiste a la entrega de distinciones honoríficas de la ciudad de Madrid 2026,shorts,275.0,0.007788,0.001184,2.715548,short,50.846612,56.269208,45.706315,,0.0,100.0,36.057692,92.266236,93.0,True,False,False,False,False
bJTU8wozgFQ,2026-05-18T12:49:30.314781+00:00,UClHVl2N3jPEbkNJVx-ItQIQ,HealthyGamerGG,The Key to a Successful Marriage,shorts,274.0,0.038677,0.000655,5.908696,short,45.520934,41.9724,39.895229,,32.955567,73.0,36.057692,8.057127,32.0,False,False,False,False,False
iY0N2tAyDGU,2026-05-18T12:49:30.314781+00:00,UC5mQQ4Ur6oA8lsGFkvH2lyg,Noche De Chicxs,Te mereces un martillazo #chisme #comedia #podcast,shorts,273.0,0.017812,0.0,2.833464,short,57.672942,65.188828,51.0938,,0.0,80.75,77.884615,95.149555,50.0,False,False,False,False,False
wiA5qiNaC3o,2026-05-18T12:49:30.314781+00:00,UCUP6qv-_EIL0hwTsJaKYnvw,Azteca Noticias,¡Secretos de cocina con la chef Zahie Téllez!⁣,shorts,272.0,0.017949,0.000246,1.814518,short,52.497891,55.203806,40.795806,,3.61729,100.0,36.057692,62.35516,46.0,False,False,False,False,False
yV1v3O2eKeo,2026-05-18T12:49:30.314781+00:00,UCEAZeUIeJs0IjQiqTCdVSIg,Yahoo Finance,Sam Altman does not play when it comes to OpenAI. 🧑‍⚖️,shorts,270.0,0.008371,0.0,3.74248,short,47.563491,51.278771,39.009461,,0.0,97.0,36.057692,81.972514,54.0,False,False,False,False,False
Y6xZzKPNj9Y,2026-05-18T12:49:30.314781+00:00,UCUsm-fannqOY02PNN67C0KA,NMás,Así fue el encuentro entre Claudia Sheinbaum y U2 en CDMX,shorts,270.0,0.025763,0.003417,3.696277,short,54.734688,58.691164,47.424693,,49.500395,100.0,36.057692,66.855295,57.0,True,False,False,False,False
_heXeezRnbc,2026-05-18T12:49:30.314781+00:00,UCM-GvgUy0EAZU7ZwXKLarkg,López-Dóriga,Alumnos que reprueben más de 4 materias podrán pasar de grado. No es broma.,shorts,270.0,0.033956,0.002217,5.866219,short,48.229695,47.242544,43.392747,,49.51072,100.0,36.057692,28.940986,75.0,True,False,False,False,False
IPsAjEyF3z0,2026-05-18T12:49:30.314781+00:00,UCvgfXK4nTYKudb0rFR6noLA,UFC,한국으로 전지훈련! 오반 엘리엇 인터뷰,shorts,270.0,0.031873,0.00472,6.575849,mid,43.678695,39.927128,43.815811,,57.742521,100.0,36.057692,10.751819,21.0,False,False,False,False,False
c4MscJKdkA0,2026-05-18T12:49:30.314781+00:00,UChqUTb7kYRX8-EiaN3XFrSQ,Reuters,Israeli nationalists parade to mark capture of East Jerusalem,shorts,270.0,0.008208,0.003823,3.334055,short,47.873262,51.543837,48.208575,,7.781241,100.0,36.057692,81.191054,61.0,False,False,False,False,False
FKGxGyuIbag,2026-05-18T12:49:30.314781+00:00,UCtwslQPB_xJfaFuZv0OETNw,Kings League Spain,La Pegatina interrumpe la rueda de prensa de la Kings League.,shorts,270.0,0.035191,0.000587,0.988869,short,61.932458,67.280972,49.504471,,41.436378,100.0,36.057692,66.262463,61.0,False,False,False,False,False
chpVucSypz8,2026-05-18T12:49:30.314781+00:00,UCtT7zEoC9-HNyLYb8cYWoww,Ale Marin,Milo J intimo con el proceso de su disco,shorts,269.0,0.073555,0.0,0.867145,short,70.363902,79.990676,48.687199,,43.366432,100.0,98.317308,87.388844,40.0,False,False,False,False,False
lsULN4tEa-M,2026-05-18T12:49:30.314781+00:00,UCurvRE5fGcdUgCYWgh-BDsg,DAZN Boxing,A game of yes or no with Dave Allen was always going to produce complete honesty 👏,shorts,269.0,0.008558,0.000931,4.158742,short,37.761203,34.426584,43.274145,,0.0,100.0,36.057692,33.872272,82.0,False,False,False,False,False
