creative_package_id,content_format,hook_id,hook_text,hook_type,expected_use,risk
cp_2796_29865fd7cb,shorts,cp_2796_29865fd7cb_h4,Error común: ejecutar repackage_idea sin validar evidencia.,mistake_hook,middle,medium
cp_2796_29865fd7cb,shorts,cp_2796_29865fd7cb_h5,En este video saldrás con un plan claro sobre repackage_idea.,promise_hook,intro,low
cp_2796_29865fd7cb,shorts,cp_2796_29865fd7cb_h6,Hay un detalle de repackage_idea que cambia toda la decisión.,curiosity_hook,intro,medium
cp_2797_01eb53683d,videos,cp_2797_01eb53683d_h1,¿Qué cambia realmente con repackage_idea?,question_hook,intro,low
cp_2797_01eb53683d,videos,cp_2797_01eb53683d_h2,"Muchos simplifican repackage_idea, pero hay matices críticos.",contrast_hook,intro,medium
cp_2797_01eb53683d,videos,cp_2797_01eb53683d_h3,Los datos recientes de repackage_idea muestran una señal accionable.,data_hook,intro,low
cp_2797_01eb53683d,videos,cp_2797_01eb53683d_h4,Error común: ejecutar repackage_idea sin validar evidencia.,mistake_hook,middle,medium
cp_2797_01eb53683d,videos,cp_2797_01eb53683d_h5,En este video saldrás con un plan claro sobre repackage_idea.,promise_hook,intro,low
cp_2797_01eb53683d,videos,cp_2797_01eb53683d_h6,Hay un detalle de repackage_idea que cambia toda la decisión.,curiosity_hook,intro,medium
cp_2798_f3500c2c77,videos,cp_2798_f3500c2c77_h1,¿Qué cambia realmente con repackage_idea?,question_hook,intro,low
cp_2798_f3500c2c77,videos,cp_2798_f3500c2c77_h2,"Muchos simplifican repackage_idea, pero hay matices críticos.",contrast_hook,intro,medium
cp_2798_f3500c2c77,videos,cp_2798_f3500c2c77_h3,Los datos recientes de repackage_idea muestran una señal accionable.,data_hook,intro,low
cp_2798_f3500c2c77,videos,cp_2798_f3500c2c77_h4,Error común: ejecutar repackage_idea sin validar evidencia.,mistake_hook,middle,medium
cp_2798_f3500c2c77,videos,cp_2798_f3500c2c77_h5,En este video saldrás con un plan claro sobre repackage_idea.,promise_hook,intro,low
cp_2798_f3500c2c77,videos,cp_2798_f3500c2c77_h6,Hay un detalle de repackage_idea que cambia toda la decisión.,curiosity_hook,intro,medium
cp_2799_2a339c9a8b,videos,cp_2799_2a339c9a8b_h1,¿Qué cambia realmente con repackage_idea?,question_hook,intro,low
cp_2799_2a339c9a8b,videos,cp_2799_2a339c9a8b_h2,"Muchos simplifican repackage_idea, pero hay matices críticos.",contrast_hook,intro,medium
cp_2799_2a339c9a8b,videos,cp_2799_2a339c9a8b_h3,Los datos recientes de repackage_idea muestran una señal accionable.,data_hook,intro,low
cp_2799_2a339c9a8b,videos,cp_2799_2a339c9a8b_h4,Error común: ejecutar repackage_idea sin validar evidencia.,mistake_hook,middle,medium
cp_2799_2a339c9a8b,videos,cp_2799_2a339c9a8b_h5,En este video saldrás con un plan claro sobre repackage_idea.,promise_hook,intro,low
cp_2799_2a339c9a8b,videos,cp_2799_2a339c9a8b_h6,Hay un detalle de repackage_idea que cambia toda la decisión.,curiosity_hook,intro,medium
cp_2800_35995992f0,videos,cp_2800_35995992f0_h1,¿Qué cambia realmente con repackage_idea?,question_hook,intro,low
cp_2800_35995992f0,videos,cp_2800_35995992f0_h2,"Muchos simplifican repackage_idea, pero hay matices críticos.",contrast_hook,intro,medium
cp_2800_35995992f0,videos,cp_2800_35995992f0_h3,Los datos recientes de repackage_idea muestran una señal accionable.,data_hook,intro,low
cp_2800_35995992f0,videos,cp_2800_35995992f0_h4,Error común: ejecutar repackage_idea sin validar evidencia.,mistake_hook,middle,medium
cp_2800_35995992f0,videos,cp_2800_35995992f0_h5,En este video saldrás con un plan claro sobre repackage_idea.,promise_hook,intro,low
cp_2800_35995992f0,videos,cp_2800_35995992f0_h6,Hay un detalle de repackage_idea que cambia toda la decisión.,curiosity_hook,intro,medium
cp_2801_ddddbd3b48,videos,cp_2801_ddddbd3b48_h1,¿Qué cambia realmente con repackage_idea?,question_hook,intro,low
cp_2801_ddddbd3b48,videos,cp_2801_ddddbd3b48_h2,"Muchos simplifican repackage_idea, pero hay matices críticos.",contrast_hook,intro,medium
cp_2801_ddddbd3b48,videos,cp_2801_ddddbd3b48_h3,Los datos recientes de repackage_idea muestran una señal accionable.,data_hook,intro,low
cp_2801_ddddbd3b48,videos,cp_2801_ddddbd3b48_h4,Error común: ejecutar repackage_idea sin validar evidencia.,mistake_hook,middle,medium
cp_2801_ddddbd3b48,videos,cp_2801_ddddbd3b48_h5,En este video saldrás con un plan claro sobre repackage_idea.,promise_hook,intro,low
cp_2801_ddddbd3b48,videos,cp_2801_ddddbd3b48_h6,Hay un detalle de repackage_idea que cambia toda la decisión.,curiosity_hook,intro,medium
cp_2802_60ca9505c5,shorts,cp_2802_60ca9505c5_h1,¿Qué cambia realmente con repackage_idea?,question_hook,intro,low
cp_2802_60ca9505c5,shorts,cp_2802_60ca9505c5_h2,"Muchos simplifican repackage_idea, pero hay matices críticos.",contrast_hook,intro,medium
cp_2802_60ca9505c5,shorts,cp_2802_60ca9505c5_h3,Los datos recientes de repackage_idea muestran una señal accionable.,data_hook,intro,low
cp_2802_60ca9505c5,shorts,cp_2802_60ca9505c5_h4,Error común: ejecutar repackage_idea sin validar evidencia.,mistake_hook,middle,medium
cp_2802_60ca9505c5,shorts,cp_2802_60ca9505c5_h5,En este video saldrás con un plan claro sobre repackage_idea.,promise_hook,intro,low
cp_2802_60ca9505c5,shorts,cp_2802_60ca9505c5_h6,Hay un detalle de repackage_idea que cambia toda la decisión.,curiosity_hook,intro,medium
cp_2803_77eda6e194,videos,cp_2803_77eda6e194_h1,¿Qué cambia realmente con repackage_idea?,question_hook,intro,low
cp_2803_77eda6e194,videos,cp_2803_77eda6e194_h2,"Muchos simplifican repackage_idea, pero hay matices críticos.",contrast_hook,intro,medium
cp_2803_77eda6e194,videos,cp_2803_77eda6e194_h3,Los datos recientes de repackage_idea muestran una señal accionable.,data_hook,intro,low
cp_2803_77eda6e194,videos,cp_2803_77eda6e194_h4,Error común: ejecutar repackage_idea sin validar evidencia.,mistake_hook,middle,medium
cp_2803_77eda6e194,videos,cp_2803_77eda6e194_h5,En este video saldrás con un plan claro sobre repackage_idea.,promise_hook,intro,low
cp_2803_77eda6e194,videos,cp_2803_77eda6e194_h6,Hay un detalle de repackage_idea que cambia toda la decisión.,curiosity_hook,intro,medium
cp_2804_b36220317b,videos,cp_2804_b36220317b_h1,¿Qué cambia realmente con repackage_idea?,question_hook,intro,low
cp_2804_b36220317b,videos,cp_2804_b36220317b_h2,"Muchos simplifican repackage_idea, pero hay matices críticos.",contrast_hook,intro,medium
cp_2804_b36220317b,videos,cp_2804_b36220317b_h3,Los datos recientes de repackage_idea muestran una señal accionable.,data_hook,intro,low
cp_2804_b36220317b,videos,cp_2804_b36220317b_h4,Error común: ejecutar repackage_idea sin validar evidencia.,mistake_hook,middle,medium
cp_2804_b36220317b,videos,cp_2804_b36220317b_h5,En este video saldrás con un plan claro sobre repackage_idea.,promise_hook,intro,low
cp_2804_b36220317b,videos,cp_2804_b36220317b_h6,Hay un detalle de repackage_idea que cambia toda la decisión.,curiosity_hook,intro,medium
cp_2805_722eab7a97,videos,cp_2805_722eab7a97_h1,¿Qué cambia realmente con repackage_idea?,question_hook,intro,low
cp_2805_722eab7a97,videos,cp_2805_722eab7a97_h2,"Muchos simplifican repackage_idea, pero hay matices críticos.",contrast_hook,intro,medium
cp_2805_722eab7a97,videos,cp_2805_722eab7a97_h3,Los datos recientes de repackage_idea muestran una señal accionable.,data_hook,intro,low
cp_2805_722eab7a97,videos,cp_2805_722eab7a97_h4,Error común: ejecutar repackage_idea sin validar evidencia.,mistake_hook,middle,medium
cp_2805_722eab7a97,videos,cp_2805_722eab7a97_h5,En este video saldrás con un plan claro sobre repackage_idea.,promise_hook,intro,low
cp_2805_722eab7a97,videos,cp_2805_722eab7a97_h6,Hay un detalle de repackage_idea que cambia toda la decisión.,curiosity_hook,intro,medium
cp_2806_d4c8d04f42,videos,cp_2806_d4c8d04f42_h1,¿Qué cambia realmente con repackage_idea?,question_hook,intro,low
cp_2806_d4c8d04f42,videos,cp_2806_d4c8d04f42_h2,"Muchos simplifican repackage_idea, pero hay matices críticos.",contrast_hook,intro,medium
cp_2806_d4c8d04f42,videos,cp_2806_d4c8d04f42_h3,Los datos recientes de repackage_idea muestran una señal accionable.,data_hook,intro,low
cp_2806_d4c8d04f42,videos,cp_2806_d4c8d04f42_h4,Error común: ejecutar repackage_idea sin validar evidencia.,mistake_hook,middle,medium
cp_2806_d4c8d04f42,videos,cp_2806_d4c8d04f42_h5,En este video saldrás con un plan claro sobre repackage_idea.,promise_hook,intro,low
cp_2806_d4c8d04f42,videos,cp_2806_d4c8d04f42_h6,Hay un detalle de repackage_idea que cambia toda la decisión.,curiosity_hook,intro,medium
cp_2807_b194518475,shorts,cp_2807_b194518475_h1,¿Qué cambia realmente con repackage_idea?,question_hook,intro,low
cp_2807_b194518475,shorts,cp_2807_b194518475_h2,"Muchos simplifican repackage_idea, pero hay matices críticos.",contrast_hook,intro,medium
cp_2807_b194518475,shorts,cp_2807_b194518475_h3,Los datos recientes de repackage_idea muestran una señal accionable.,data_hook,intro,low
cp_2807_b194518475,shorts,cp_2807_b194518475_h4,Error común: ejecutar repackage_idea sin validar evidencia.,mistake_hook,middle,medium
cp_2807_b194518475,shorts,cp_2807_b194518475_h5,En este video saldrás con un plan claro sobre repackage_idea.,promise_hook,intro,low
cp_2807_b194518475,shorts,cp_2807_b194518475_h6,Hay un detalle de repackage_idea que cambia toda la decisión.,curiosity_hook,intro,medium
cp_2808_70ce0ce078,videos,cp_2808_70ce0ce078_h1,¿Qué cambia realmente con repackage_idea?,question_hook,intro,low
cp_2808_70ce0ce078,videos,cp_2808_70ce0ce078_h2,"Muchos simplifican repackage_idea, pero hay matices críticos.",contrast_hook,intro,medium
cp_2808_70ce0ce078,videos,cp_2808_70ce0ce078_h3,Los datos recientes de repackage_idea muestran una señal accionable.,data_hook,intro,low
cp_2808_70ce0ce078,videos,cp_2808_70ce0ce078_h4,Error común: ejecutar repackage_idea sin validar evidencia.,mistake_hook,middle,medium
cp_2808_70ce0ce078,videos,cp_2808_70ce0ce078_h5,En este video saldrás con un plan claro sobre repackage_idea.,promise_hook,intro,low
cp_2808_70ce0ce078,videos,cp_2808_70ce0ce078_h6,Hay un detalle de repackage_idea que cambia toda la decisión.,curiosity_hook,intro,medium
cp_2809_b4cbbbbd07,videos,cp_2809_b4cbbbbd07_h1,¿Qué cambia realmente con tema clave?,question_hook,intro,low
cp_2809_b4cbbbbd07,videos,cp_2809_b4cbbbbd07_h2,"Muchos simplifican tema clave, pero hay matices críticos.",contrast_hook,intro,medium
cp_2809_b4cbbbbd07,videos,cp_2809_b4cbbbbd07_h3,Los datos recientes de tema clave muestran una señal accionable.,data_hook,intro,low
cp_2809_b4cbbbbd07,videos,cp_2809_b4cbbbbd07_h4,Error común: ejecutar tema clave sin validar evidencia.,mistake_hook,middle,medium
cp_2809_b4cbbbbd07,videos,cp_2809_b4cbbbbd07_h5,En este video saldrás con un plan claro sobre tema clave.,promise_hook,intro,low
cp_2809_b4cbbbbd07,videos,cp_2809_b4cbbbbd07_h6,Hay un detalle de tema clave que cambia toda la decisión.,curiosity_hook,intro,medium
cp_2810_ea4c34a1f7,videos,cp_2810_ea4c34a1f7_h1,¿Qué cambia realmente con repackage_idea?,question_hook,intro,low
cp_2810_ea4c34a1f7,videos,cp_2810_ea4c34a1f7_h2,"Muchos simplifican repackage_idea, pero hay matices críticos.",contrast_hook,intro,medium
cp_2810_ea4c34a1f7,videos,cp_2810_ea4c34a1f7_h3,Los datos recientes de repackage_idea muestran una señal accionable.,data_hook,intro,low
cp_2810_ea4c34a1f7,videos,cp_2810_ea4c34a1f7_h4,Error común: ejecutar repackage_idea sin validar evidencia.,mistake_hook,middle,medium
cp_2810_ea4c34a1f7,videos,cp_2810_ea4c34a1f7_h5,En este video saldrás con un plan claro sobre repackage_idea.,promise_hook,intro,low
cp_2810_ea4c34a1f7,videos,cp_2810_ea4c34a1f7_h6,Hay un detalle de repackage_idea que cambia toda la decisión.,curiosity_hook,intro,medium
cp_2811_7367a5a14e,videos,cp_2811_7367a5a14e_h1,¿Qué cambia realmente con repackage_idea?,question_hook,intro,low
cp_2811_7367a5a14e,videos,cp_2811_7367a5a14e_h2,"Muchos simplifican repackage_idea, pero hay matices críticos.",contrast_hook,intro,medium
cp_2811_7367a5a14e,videos,cp_2811_7367a5a14e_h3,Los datos recientes de repackage_idea muestran una señal accionable.,data_hook,intro,low
cp_2811_7367a5a14e,videos,cp_2811_7367a5a14e_h4,Error común: ejecutar repackage_idea sin validar evidencia.,mistake_hook,middle,medium
cp_2811_7367a5a14e,videos,cp_2811_7367a5a14e_h5,En este video saldrás con un plan claro sobre repackage_idea.,promise_hook,intro,low
cp_2811_7367a5a14e,videos,cp_2811_7367a5a14e_h6,Hay un detalle de repackage_idea que cambia toda la decisión.,curiosity_hook,intro,medium
cp_2812_3853b12ed4,videos,cp_2812_3853b12ed4_h1,¿Qué cambia realmente con repackage_idea?,question_hook,intro,low
cp_2812_3853b12ed4,videos,cp_2812_3853b12ed4_h2,"Muchos simplifican repackage_idea, pero hay matices críticos.",contrast_hook,intro,medium
cp_2812_3853b12ed4,videos,cp_2812_3853b12ed4_h3,Los datos recientes de repackage_idea muestran una señal accionable.,data_hook,intro,low
cp_2812_3853b12ed4,videos,cp_2812_3853b12ed4_h4,Error común: ejecutar repackage_idea sin validar evidencia.,mistake_hook,middle,medium
cp_2812_3853b12ed4,videos,cp_2812_3853b12ed4_h5,En este video saldrás con un plan claro sobre repackage_idea.,promise_hook,intro,low
cp_2812_3853b12ed4,videos,cp_2812_3853b12ed4_h6,Hay un detalle de repackage_idea que cambia toda la decisión.,curiosity_hook,intro,medium
cp_2813_c26ee1eddc,videos,cp_2813_c26ee1eddc_h1,¿Qué cambia realmente con repackage_idea?,question_hook,intro,low
cp_2813_c26ee1eddc,videos,cp_2813_c26ee1eddc_h2,"Muchos simplifican repackage_idea, pero hay matices críticos.",contrast_hook,intro,medium
cp_2813_c26ee1eddc,videos,cp_2813_c26ee1eddc_h3,Los datos recientes de repackage_idea muestran una señal accionable.,data_hook,intro,low
cp_2813_c26ee1eddc,videos,cp_2813_c26ee1eddc_h4,Error común: ejecutar repackage_idea sin validar evidencia.,mistake_hook,middle,medium
cp_2813_c26ee1eddc,videos,cp_2813_c26ee1eddc_h5,En este video saldrás con un plan claro sobre repackage_idea.,promise_hook,intro,low
cp_2813_c26ee1eddc,videos,cp_2813_c26ee1eddc_h6,Hay un detalle de repackage_idea que cambia toda la decisión.,curiosity_hook,intro,medium
cp_2814_4435338711,shorts,cp_2814_4435338711_h1,¿Qué cambia realmente con repackage_idea?,question_hook,intro,low
cp_2814_4435338711,shorts,cp_2814_4435338711_h2,"Muchos simplifican repackage_idea, pero hay matices críticos.",contrast_hook,intro,medium
cp_2814_4435338711,shorts,cp_2814_4435338711_h3,Los datos recientes de repackage_idea muestran una señal accionable.,data_hook,intro,low
cp_2814_4435338711,shorts,cp_2814_4435338711_h4,Error común: ejecutar repackage_idea sin validar evidencia.,mistake_hook,middle,medium
cp_2814_4435338711,shorts,cp_2814_4435338711_h5,En este video saldrás con un plan claro sobre repackage_idea.,promise_hook,intro,low
cp_2814_4435338711,shorts,cp_2814_4435338711_h6,Hay un detalle de repackage_idea que cambia toda la decisión.,curiosity_hook,intro,medium
cp_2815_951e4f24af,videos,cp_2815_951e4f24af_h1,¿Qué cambia realmente con tema clave?,question_hook,intro,low
cp_2815_951e4f24af,videos,cp_2815_951e4f24af_h2,"Muchos simplifican tema clave, pero hay matices críticos.",contrast_hook,intro,medium
cp_2815_951e4f24af,videos,cp_2815_951e4f24af_h3,Los datos recientes de tema clave muestran una señal accionable.,data_hook,intro,low
cp_2815_951e4f24af,videos,cp_2815_951e4f24af_h4,Error común: ejecutar tema clave sin validar evidencia.,mistake_hook,middle,medium
cp_2815_951e4f24af,videos,cp_2815_951e4f24af_h5,En este video saldrás con un plan claro sobre tema clave.,promise_hook,intro,low
cp_2815_951e4f24af,videos,cp_2815_951e4f24af_h6,Hay un detalle de tema clave que cambia toda la decisión.,curiosity_hook,intro,medium
cp_2816_65adb120aa,videos,cp_2816_65adb120aa_h1,¿Qué cambia realmente con repackage_idea?,question_hook,intro,low
cp_2816_65adb120aa,videos,cp_2816_65adb120aa_h2,"Muchos simplifican repackage_idea, pero hay matices críticos.",contrast_hook,intro,medium
cp_2816_65adb120aa,videos,cp_2816_65adb120aa_h3,Los datos recientes de repackage_idea muestran una señal accionable.,data_hook,intro,low
cp_2816_65adb120aa,videos,cp_2816_65adb120aa_h4,Error común: ejecutar repackage_idea sin validar evidencia.,mistake_hook,middle,medium
cp_2816_65adb120aa,videos,cp_2816_65adb120aa_h5,En este video saldrás con un plan claro sobre repackage_idea.,promise_hook,intro,low
cp_2816_65adb120aa,videos,cp_2816_65adb120aa_h6,Hay un detalle de repackage_idea que cambia toda la decisión.,curiosity_hook,intro,medium
cp_2817_48daf6b669,videos,cp_2817_48daf6b669_h1,¿Qué cambia realmente con repackage_idea?,question_hook,intro,low
cp_2817_48daf6b669,videos,cp_2817_48daf6b669_h2,"Muchos simplifican repackage_idea, pero hay matices críticos.",contrast_hook,intro,medium
cp_2817_48daf6b669,videos,cp_2817_48daf6b669_h3,Los datos recientes de repackage_idea muestran una señal accionable.,data_hook,intro,low
cp_2817_48daf6b669,videos,cp_2817_48daf6b669_h4,Error común: ejecutar repackage_idea sin validar evidencia.,mistake_hook,middle,medium
cp_2817_48daf6b669,videos,cp_2817_48daf6b669_h5,En este video saldrás con un plan claro sobre repackage_idea.,promise_hook,intro,low
cp_2817_48daf6b669,videos,cp_2817_48daf6b669_h6,Hay un detalle de repackage_idea que cambia toda la decisión.,curiosity_hook,intro,medium
cp_2818_4a857f2bb7,videos,cp_2818_4a857f2bb7_h1,¿Qué cambia realmente con repackage_idea?,question_hook,intro,low
cp_2818_4a857f2bb7,videos,cp_2818_4a857f2bb7_h2,"Muchos simplifican repackage_idea, pero hay matices críticos.",contrast_hook,intro,medium
cp_2818_4a857f2bb7,videos,cp_2818_4a857f2bb7_h3,Los datos recientes de repackage_idea muestran una señal accionable.,data_hook,intro,low
cp_2818_4a857f2bb7,videos,cp_2818_4a857f2bb7_h4,Error común: ejecutar repackage_idea sin validar evidencia.,mistake_hook,middle,medium
cp_2818_4a857f2bb7,videos,cp_2818_4a857f2bb7_h5,En este video saldrás con un plan claro sobre repackage_idea.,promise_hook,intro,low
cp_2818_4a857f2bb7,videos,cp_2818_4a857f2bb7_h6,Hay un detalle de repackage_idea que cambia toda la decisión.,curiosity_hook,intro,medium
cp_2819_8f62de8330,videos,cp_2819_8f62de8330_h1,¿Qué cambia realmente con repackage_idea?,question_hook,intro,low
cp_2819_8f62de8330,videos,cp_2819_8f62de8330_h2,"Muchos simplifican repackage_idea, pero hay matices críticos.",contrast_hook,intro,medium
cp_2819_8f62de8330,videos,cp_2819_8f62de8330_h3,Los datos recientes de repackage_idea muestran una señal accionable.,data_hook,intro,low
cp_2819_8f62de8330,videos,cp_2819_8f62de8330_h4,Error común: ejecutar repackage_idea sin validar evidencia.,mistake_hook,middle,medium
cp_2819_8f62de8330,videos,cp_2819_8f62de8330_h5,En este video saldrás con un plan claro sobre repackage_idea.,promise_hook,intro,low
cp_2819_8f62de8330,videos,cp_2819_8f62de8330_h6,Hay un detalle de repackage_idea que cambia toda la decisión.,curiosity_hook,intro,medium
cp_2820_f4d08fb304,videos,cp_2820_f4d08fb304_h1,¿Qué cambia realmente con repackage_idea?,question_hook,intro,low
cp_2820_f4d08fb304,videos,cp_2820_f4d08fb304_h2,"Muchos simplifican repackage_idea, pero hay matices críticos.",contrast_hook,intro,medium
cp_2820_f4d08fb304,videos,cp_2820_f4d08fb304_h3,Los datos recientes de repackage_idea muestran una señal accionable.,data_hook,intro,low
cp_2820_f4d08fb304,videos,cp_2820_f4d08fb304_h4,Error común: ejecutar repackage_idea sin validar evidencia.,mistake_hook,middle,medium
cp_2820_f4d08fb304,videos,cp_2820_f4d08fb304_h5,En este video saldrás con un plan claro sobre repackage_idea.,promise_hook,intro,low
cp_2820_f4d08fb304,videos,cp_2820_f4d08fb304_h6,Hay un detalle de repackage_idea que cambia toda la decisión.,curiosity_hook,intro,medium
cp_2821_68ef125181,shorts,cp_2821_68ef125181_h1,¿Qué cambia realmente con repackage_idea?,question_hook,intro,low
cp_2821_68ef125181,shorts,cp_2821_68ef125181_h2,"Muchos simplifican repackage_idea, pero hay matices críticos.",contrast_hook,intro,medium
cp_2821_68ef125181,shorts,cp_2821_68ef125181_h3,Los datos recientes de repackage_idea muestran una señal accionable.,data_hook,intro,low
cp_2821_68ef125181,shorts,cp_2821_68ef125181_h4,Error común: ejecutar repackage_idea sin validar evidencia.,mistake_hook,middle,medium
cp_2821_68ef125181,shorts,cp_2821_68ef125181_h5,En este video saldrás con un plan claro sobre repackage_idea.,promise_hook,intro,low
cp_2821_68ef125181,shorts,cp_2821_68ef125181_h6,Hay un detalle de repackage_idea que cambia toda la decisión.,curiosity_hook,intro,medium
cp_2822_e76a61cc62,videos,cp_2822_e76a61cc62_h1,¿Qué cambia realmente con repackage_idea?,question_hook,intro,low
cp_2822_e76a61cc62,videos,cp_2822_e76a61cc62_h2,"Muchos simplifican repackage_idea, pero hay matices críticos.",contrast_hook,intro,medium
cp_2822_e76a61cc62,videos,cp_2822_e76a61cc62_h3,Los datos recientes de repackage_idea muestran una señal accionable.,data_hook,intro,low
cp_2822_e76a61cc62,videos,cp_2822_e76a61cc62_h4,Error común: ejecutar repackage_idea sin validar evidencia.,mistake_hook,middle,medium
cp_2822_e76a61cc62,videos,cp_2822_e76a61cc62_h5,En este video saldrás con un plan claro sobre repackage_idea.,promise_hook,intro,low
cp_2822_e76a61cc62,videos,cp_2822_e76a61cc62_h6,Hay un detalle de repackage_idea que cambia toda la decisión.,curiosity_hook,intro,medium
cp_2823_5838380ae4,videos,cp_2823_5838380ae4_h1,¿Qué cambia realmente con repackage_idea?,question_hook,intro,low
cp_2823_5838380ae4,videos,cp_2823_5838380ae4_h2,"Muchos simplifican repackage_idea, pero hay matices críticos.",contrast_hook,intro,medium
cp_2823_5838380ae4,videos,cp_2823_5838380ae4_h3,Los datos recientes de repackage_idea muestran una señal accionable.,data_hook,intro,low
cp_2823_5838380ae4,videos,cp_2823_5838380ae4_h4,Error común: ejecutar repackage_idea sin validar evidencia.,mistake_hook,middle,medium
cp_2823_5838380ae4,videos,cp_2823_5838380ae4_h5,En este video saldrás con un plan claro sobre repackage_idea.,promise_hook,intro,low
cp_2823_5838380ae4,videos,cp_2823_5838380ae4_h6,Hay un detalle de repackage_idea que cambia toda la decisión.,curiosity_hook,intro,medium
cp_2824_5b3f80e8d9,videos,cp_2824_5b3f80e8d9_h1,¿Qué cambia realmente con repackage_idea?,question_hook,intro,low
cp_2824_5b3f80e8d9,videos,cp_2824_5b3f80e8d9_h2,"Muchos simplifican repackage_idea, pero hay matices críticos.",contrast_hook,intro,medium
cp_2824_5b3f80e8d9,videos,cp_2824_5b3f80e8d9_h3,Los datos recientes de repackage_idea muestran una señal accionable.,data_hook,intro,low
cp_2824_5b3f80e8d9,videos,cp_2824_5b3f80e8d9_h4,Error común: ejecutar repackage_idea sin validar evidencia.,mistake_hook,middle,medium
cp_2824_5b3f80e8d9,videos,cp_2824_5b3f80e8d9_h5,En este video saldrás con un plan claro sobre repackage_idea.,promise_hook,intro,low
cp_2824_5b3f80e8d9,videos,cp_2824_5b3f80e8d9_h6,Hay un detalle de repackage_idea que cambia toda la decisión.,curiosity_hook,intro,medium
cp_2825_2aa345981e,shorts,cp_2825_2aa345981e_h1,¿Qué cambia realmente con repackage_idea?,question_hook,intro,low
cp_2825_2aa345981e,shorts,cp_2825_2aa345981e_h2,"Muchos simplifican repackage_idea, pero hay matices críticos.",contrast_hook,intro,medium
cp_2825_2aa345981e,shorts,cp_2825_2aa345981e_h3,Los datos recientes de repackage_idea muestran una señal accionable.,data_hook,intro,low
cp_2825_2aa345981e,shorts,cp_2825_2aa345981e_h4,Error común: ejecutar repackage_idea sin validar evidencia.,mistake_hook,middle,medium
cp_2825_2aa345981e,shorts,cp_2825_2aa345981e_h5,En este video saldrás con un plan claro sobre repackage_idea.,promise_hook,intro,low
cp_2825_2aa345981e,shorts,cp_2825_2aa345981e_h6,Hay un detalle de repackage_idea que cambia toda la decisión.,curiosity_hook,intro,medium
cp_2826_b983b61021,shorts,cp_2826_b983b61021_h1,¿Qué cambia realmente con repackage_idea?,question_hook,intro,low
cp_2826_b983b61021,shorts,cp_2826_b983b61021_h2,"Muchos simplifican repackage_idea, pero hay matices críticos.",contrast_hook,intro,medium
cp_2826_b983b61021,shorts,cp_2826_b983b61021_h3,Los datos recientes de repackage_idea muestran una señal accionable.,data_hook,intro,low
cp_2826_b983b61021,shorts,cp_2826_b983b61021_h4,Error común: ejecutar repackage_idea sin validar evidencia.,mistake_hook,middle,medium
cp_2826_b983b61021,shorts,cp_2826_b983b61021_h5,En este video saldrás con un plan claro sobre repackage_idea.,promise_hook,intro,low
cp_2826_b983b61021,shorts,cp_2826_b983b61021_h6,Hay un detalle de repackage_idea que cambia toda la decisión.,curiosity_hook,intro,medium
cp_2827_30307f5261,videos,cp_2827_30307f5261_h1,¿Qué cambia realmente con repackage_idea?,question_hook,intro,low
cp_2827_30307f5261,videos,cp_2827_30307f5261_h2,"Muchos simplifican repackage_idea, pero hay matices críticos.",contrast_hook,intro,medium
cp_2827_30307f5261,videos,cp_2827_30307f5261_h3,Los datos recientes de repackage_idea muestran una señal accionable.,data_hook,intro,low
cp_2827_30307f5261,videos,cp_2827_30307f5261_h4,Error común: ejecutar repackage_idea sin validar evidencia.,mistake_hook,middle,medium
cp_2827_30307f5261,videos,cp_2827_30307f5261_h5,En este video saldrás con un plan claro sobre repackage_idea.,promise_hook,intro,low
cp_2827_30307f5261,videos,cp_2827_30307f5261_h6,Hay un detalle de repackage_idea que cambia toda la decisión.,curiosity_hook,intro,medium
cp_2828_68dc3342f7,shorts,cp_2828_68dc3342f7_h1,¿Qué cambia realmente con repackage_idea?,question_hook,intro,low
cp_2828_68dc3342f7,shorts,cp_2828_68dc3342f7_h2,"Muchos simplifican repackage_idea, pero hay matices críticos.",contrast_hook,intro,medium
cp_2828_68dc3342f7,shorts,cp_2828_68dc3342f7_h3,Los datos recientes de repackage_idea muestran una señal accionable.,data_hook,intro,low
cp_2828_68dc3342f7,shorts,cp_2828_68dc3342f7_h4,Error común: ejecutar repackage_idea sin validar evidencia.,mistake_hook,middle,medium
cp_2828_68dc3342f7,shorts,cp_2828_68dc3342f7_h5,En este video saldrás con un plan claro sobre repackage_idea.,promise_hook,intro,low
cp_2828_68dc3342f7,shorts,cp_2828_68dc3342f7_h6,Hay un detalle de repackage_idea que cambia toda la decisión.,curiosity_hook,intro,medium
cp_2829_b0e5051dc5,shorts,cp_2829_b0e5051dc5_h1,¿Qué cambia realmente con repackage_idea?,question_hook,intro,low
cp_2829_b0e5051dc5,shorts,cp_2829_b0e5051dc5_h2,"Muchos simplifican repackage_idea, pero hay matices críticos.",contrast_hook,intro,medium
cp_2829_b0e5051dc5,shorts,cp_2829_b0e5051dc5_h3,Los datos recientes de repackage_idea muestran una señal accionable.,data_hook,intro,low
cp_2829_b0e5051dc5,shorts,cp_2829_b0e5051dc5_h4,Error común: ejecutar repackage_idea sin validar evidencia.,mistake_hook,middle,medium
cp_2829_b0e5051dc5,shorts,cp_2829_b0e5051dc5_h5,En este video saldrás con un plan claro sobre repackage_idea.,promise_hook,intro,low
